// Item Trade Restrictions Database
// Defines special trade rules for individual items.
//
// Structure of Database:
// Item ID, TradeMask,Group Level Override
//
// Legend for 'TradeMask' field (bitmask):
// 1   - item can't be dropped
// 2   - item can't be traded (nor vended)
// 4   - wedded partner can override restriction 2
// 8   - item can't be sold to npcs
// 16  - item can't be placed in the cart
// 32  - item can't be placed in the storage
// 64  - item can't be placed in the guild storage
// 128 - item can't be attached to mail
// 256 - item can't be auctioned
//
// Example:
// 1161,67,50
//	Balmung cannot be dropped, traded, or placed in Guild Storage (1+2+64).
//	Only groups of group-level 50 and up can override this setting.

// Wedding Related items
12926,475,100// 펫 알 스크롤
12928,475,100// 성스러운 스크롤
12929,457,100// 펫 알 스크롤 상자
12930,457,100// 펫 알 스크롤 상자
12931,457,100// 펫 알 스크롤 상자
12932,475,100// 펫 알 스크롤
12933,475,100// 펫 알 스크롤
12934,475,100// 펫 알 스크롤
12935,473,100// 등뒤를 베는자 상자
12936,473,100// 무라마사 상자
12937,473,100// 엑스칼리버 상자
12938,473,100// 컴뱃나이프 상자
12939,473,100// 카운터단검 상자
12940,473,100// 카이저너클 상자
12941,473,100// 폴액스 상자
12942,473,100// 마이트스태프 상자
12943,473,100// 라이트엡실론 상자
12944,473,100// 발리스타 상자
12945,473,100// 현자의 일기 상자
12946,473,100// 아슈라 상자
12947,473,100// 명사수의 사과 상자
12948,473,100// 토끼머리띠 상자
12949,473,100// 삿갓 상자
12950,473,100// 로드서클릿 상자
12951,473,100// 요정의 귀 상자
12952,473,100// 강철의 꽃잎 상자
12953,473,100// 크리티컬링 상자
12954,473,100// 이어링 상자
12955,473,100// 링 상자
12956,473,100// 네클리스 상자
12957,473,100// 글러브 상자
12958,473,100// 브로치 상자
12959,473,100// 로자리 상자
12960,473,100// 세이프티링 상자
12961,473,100// 베스퍼코어01 상자
12962,473,100// 베스퍼코어02 상자
12963,473,100// 베스퍼코어03 상자
12964,473,100// 베스퍼코어04 상자
12983,457,100// 펫 알 스크롤 상자
12984,457,100// 펫 알 스크롤 상자
12985,457,100// 펫 알 스크롤 상자
12986,457,100// 펫 알 스크롤 상자
12987,457,100// 펫 알 스크롤 상자
12988,457,100// 펫 알 스크롤 상자
12989,475,100// 펫 알 스크롤
12990,475,100// 펫 알 스크롤
12991,475,100// 펫 알 스크롤
12992,475,100// 펫 알 스크롤
12993,475,100// 펫 알 스크롤
12994,475,100// 펫 알 스크롤
13021,507,100// 컴뱃나이프
13022,507,100// 카운터단검
13023,507,100// 아슈라
13048,507,100// 다마스커스
13175,507,100// 레버액션 라이플
13309,507,100// 풍마수리검 대차륜
13401,507,100// 엑스칼리버
13419,507,100// 신성의 세이버
13422,507,100// 프람베르그
13525,73,100// 제니 펫 알 스크롤 상자
13547,73,100// 무기수리 스크롤 상자
13553,73,100// 던전 이동 스크롤 5개 상자
13689,475,100// 배추잎 상자
13690,475,100// 맛있는 조각케이크 상자
13696,457,100// 상급 전투교범 상자
13704,73,100// 슈퍼 펫 알
13705,73,100// 슈퍼 펫 알
13706,73,100// 슈퍼 펫 알
13707,73,100// 슈퍼 펫 알
13710,73,100// 헬스장 회원권 상자
13711,73,100// 소형 생명수 10개 상자
13712,73,100// 소형 생명수 30개 상자
13713,73,100// 소형 생명수 50개 상자
13714,73,100// 중형 생명수 10개 상자
13715,73,100// 중형 생명수 30개 상자
13716,73,100// 중형 생명수 50개 상자
13717,73,100// 연마제 5개 상자
13718,73,100// 연마제 10개 상자
13719,73,100// 회복력 향상포션 5개 상자
13720,73,100// 회복력 향상포션 10개 상자
13721,73,100// 던전 이동 스크롤 10개 상자
13738,73,100// 환영의 술잔 5개 상자
13739,73,100// 환영의 술잔 10개 상자
13740,73,100// 쉐도우 아머 스크롤 5개 상자
13741,73,100// 쉐도우 아머 스크롤 10개 상자
13742,73,100// 쉐도우 아머 스크롤 30개 상자
13743,73,100// 홀리 아머 스크롤 5개 상자
13744,73,100// 홀리 아머 스크롤 10개 상자
13745,73,100// 홀리 아머 스크롤 30개 상자
13746,73,100// 소형 물리 방어 포션 10개 상자
13747,73,100// 소형 물리 방어 포션 30개 상자
13748,73,100// 소형 물리 방어 포션 50개 상자
13749,73,100// 대형 물리 방어 포션 10개 상자
13750,73,100// 대형 물리 방어 포션 30개 상자
13751,73,100// 대형 물리 방어 포션 50개 상자
13752,73,100// 소형 마법 방어 포션 10개 상자
13753,73,100// 소형 마법 방어 포션 30개 상자
13754,73,100// 소형 마법 방어 포션 50개 상자
13755,73,100// 대형 마법 방어 포션 10개 상자
13756,73,100// 대형 마법 방어 포션 30개 상자
13757,73,100// 대형 마법 방어 포션 50개 상자
13765,507,100// 동봉된 수행 증명서
13815,73,100// 단검고블린 테이밍 상자
13816,73,100// 플레일고블린 테이밍 상자
13817,73,100// 해머고블린 테이밍 상자
13818,73,100// 딜리터 테이밍 상자
13819,73,100// 디아볼릭 테이밍 상자
13820,73,100// 배회하는자 테이밍 상자
13821,73,100// 초록색 사과 상자
13822,73,100// 통 바비큐 상자
13823,73,100// 고기야채꼬치 상자
13824,73,100// 혼령주 상자
13859,499,100// 임무명령서 봉투
13860,499,100// 임무명령서 봉투
13863,475,100// 무기 수리 주문서 10개 상자
13866,475,100// 비상하는 천사 상자
13867,475,100// 네코미미 상자
13868,475,100// 월야화 모자 상자
13869,475,100// 병아리 모자 상자
13870,475,100// 미용상품권 상자
13871,475,100// 매지션 카드박스
13872,475,100// 어콜라이트 카드박스
13873,475,100// 아쳐 카드박스
13874,475,100// 소드맨 카드박스
13875,475,100// 씨프 카드박스
13876,475,100// 머천트 카드박스
13877,475,100// 시계탑 카드박스
13878,475,100// 게페니아 카드박스
13879,475,100// 아울 카드박스
13880,475,100// 유령 카드박스
13881,475,100// 악몽의 카드박스
13882,475,100// 저주의 카드박스
13883,475,100// 수면의 카드박스
13884,475,100// 동빙의 카드박스
13885,475,100// 기절의 카드박스
13886,475,100// 침묵의 카드박스
13887,475,100// 암흑의 카드박스
13888,475,100// 혼란의 카드박스
13889,475,100// 에르늄 광물상자
13890,475,100// 오리데오콘 광물상자
13891,475,100// 화속성 엘리멘탈 컨버터 상자
13892,475,100// 수속성 엘리멘탈 컨버터 상자
13893,475,100// 풍속성 엘리멘탈 컨버터 상자
13894,475,100// 지속성 엘리멘탈 컨버터 상자
13895,475,100// 스타터 팩
13896,73,100// 미믹 소환서 상자 5
13897,73,100// 디스가이즈 소환서 상자 5
13898,73,100// 엘리스 소환서 상자 5
13899,73,100// 미믹 소환서 상자 10
13900,73,100// 디스가이즈 소환서 상자 10
13901,73,100// 엘리스 소환서 상자 10
13902,475,100// 물고기 머리 모자 상자
13903,475,100// 산타포링 모자 상자
13904,475,100// 방울리본 상자
13905,475,100// XM Hardcore Set Box
13906,475,100// XM Kitty Set Box
13907,475,100// XM Softcore Set Box
13908,475,100// XM Deviruchi Set Box
13909,475,100// XM Mvphunt Set Box
13910,475,100// XM Brewing Set Box
13911,475,100// 크리스마스 펫 스크롤
13912,73,100// 파티 블레싱 상자
13913,73,100// 파티 민첩성증가 상자
13914,73,100// 파티 아숨프티오 상자
13915,475,100// 러브앤젤 마법가루 상자
13916,475,100// 스퀴럴 마법가루 상자
13917,475,100// 고고 마법가루 상자
13926,475,100// 크루 카드박스
13927,475,100// 알케 카드박스
13928,475,100// 로그 카드박스
13929,475,100// 바댄 카드박스
13930,475,100// 세이지 카드박스
13931,475,100// 몽크 카드박스
13932,475,100// 실프 박스
13933,475,100// 운디네 박스
13934,475,100// 샐러맨더 박스
13935,475,100// 소울 박스
13936,475,100// 노움 박스
13937,475,100// 로보아이 상자
13938,475,100// 트윈리본 상자
13940,475,100// 공성맵 텔레포트 10개 상자
13941,475,100// 대만 발렌타인 스크롤
13942,475,100// 러브앤젤 마법가루 상자 30일
13943,475,100// 스퀴럴 마법가루 상자 30일
13944,475,100// 고고 마법가루 상자 30일
13945,475,100// 브라질 검사 패키지
13946,475,100// 브라질 마법사 패키지
13947,475,100// 브라질 복사 패키지
13948,475,100// 브라질 궁수 패키지
13949,475,100// 브라질 상인 패키지
13950,475,100// 브라질 도둑 패키지
13951,475,100// 황야의 무법자 상자
13952,475,100// 레버액션 라이플 상자
13953,475,100// 올인원 반지 상자
13954,475,100// 스피리츄얼 튜닉 상자
13955,475,100// 리큐퍼레이티브 아머 상자
13956,475,100// 쉘터 오브 레지스턴스 상자
13957,475,100// 실피드 망토 상자
13958,475,100// 리프레쉬 슈즈 상자
13959,475,100// 토스트 상자
13960,475,100// 이름변경 쿠폰 상자
13961,475,100// 모찌상자
13962,475,100// 디포르테 인형모자 상자
13963,475,100// 글라리스 인형모자 상자
13964,475,100// 소린 인형모자 상자
13965,475,100// 테일링 인형모자 상자
13966,475,100// 비닛 인형모자 상자
13967,475,100// 더블류 인형모자 상자
13970,475,100// 철 상자
13971,475,100// 강철 상자
13972,475,100// 석탄 상자
13973,475,100// 독약병 상자
13974,475,100// 어부 스크롤
13975,475,100// 그림일기 마법가루 상자
13976,475,100// 미니하트 마법가루 상자
13977,475,100// 새내기 마법가루 상자
13978,475,100// 꼬꼬마 마법가루 상자
13979,475,100// 마법의 성 마법가루 상자
13980,475,100// 짱구 마법가루 상자
13981,475,100// 그림일기 마법가루 30일 상자
13982,475,100// 미니하트 마법가루 30일 상자
13983,475,100// 새내기 마법가루 30일 상자
13984,475,100// 꼬꼬마 마법가루 30일 상자
13985,475,100// 마법의 성 마법가루 30일 상자
13986,475,100// 짱구 마법가루 30일 상자
13987,475,100// 오리데오콘원석 5개 박스
13988,475,100// 오리데오콘원석 50개 박스
13989,475,100// 애시드폭탄 10개 박스
13990,475,100// JOB 전투교범 상자
13991,475,100// 타이거 마스크 상자
13992,475,100// 고양이 모자 상자
13993,475,100// 엘리스 모자 상자
13994,475,100// 이동속도 증가 포션 5개 상자
13995,475,100// 이동속도 증가 포션 10개 상자
13996,475,100// 왕만두 100개 상자
13997,475,100// 왕만두 500개 상자
13998,475,100// 거대한 파리의 날개 500개 상자
13999,475,100// 환약 100개 상자
14000,475,100// 환약 500개 상자
14001,475,100// 공성 신참 보급품 상자
14002,475,100// 공성 고참 보급품 상자
14003,475,100// 공성 정예 보급품 상자
14004,475,100// 독약병10상자
14005,475,100// 독약병5상자
14006,475,100// 늘어진 하얀 고양이 상자
14007,475,100// 토끼귀 모자 상자
14008,475,100// 대형 오크히어로의 투구 상자
14009,475,100// 러브앤젤 마법가루 상자
14010,475,100// 스퀴럴 마법가루 상자
14011,475,100// 고고 마법가루 상자
14012,475,100// 러브앤젤 마법가루 상자 30일
14013,475,100// 스퀴럴 마법가루 상자 30일
14014,475,100// 고고 마법가루 상자 30일
14015,475,100// 황야의 무법자 상자
14016,475,100// 레버액션 라이플 상자
14017,475,100// 올인원 반지 상자
14018,475,100// 스피리츄얼 튜닉 상자
14019,475,100// 리큐퍼레이티브 아머 상자
14020,475,100// 쉘터 오브 레지스턴스 상자
14021,475,100// 실피드 망토 상자
14022,475,100// 리프레쉬 슈즈 상자
14023,475,100// 토스트 상자
14024,475,100// 로보아이 상자
14025,475,100// 트윈리본 상자
14027,475,100// 물고기 머리 모자 상자
14028,475,100// 산타포링 모자 상자
14029,475,100// 방울리본 상자
14030,475,100// 미믹 소환서 상자 5
14031,475,100// 디스가이즈 소환서 상자 5
14032,475,100// 엘리스 소환서 상자 5
14033,475,100// 미믹 소환서 상자 10
14034,475,100// 디스가이즈 소환서 상자 10
14035,475,100// 엘리스 소환서 상자 10
14036,475,100// 미용상품권 상자
14037,475,100// 무기수리 스크롤 상자
14038,475,100// 무기 수리 주문서 10개 상자
14041,475,100// 노랑나비의 날개 5개 상자
14042,475,100// 노랑나비의 날개 10개 상자
14043,475,100// 초록나비의 날개 5개 상자
14044,475,100// 초록나비의 날개 10개 상자
14045,475,100// 빨간나비의 날개 5개 상자
14046,475,100// 빨간나비의 날개 10개 상자
14047,475,100// 파란나비의 날개 5개 상자
14048,475,100// 파란나비의 날개 10개 상자
14049,475,100// 톡톡캔디 5개 상자
14050,475,100// 톡톡캔디 10개 상자
14051,475,100// 던전 이동 스크롤II 5개 상자
14052,475,100// 던전 이동 스크롤II 10개 상자
14053,475,100// 리틀 엔젤 돌 상자
14054,475,100// 포링 삼단모자 상자
14055,475,100// 네이건 상자
14056,475,100// 꼬챙이 상자
14057,475,100// 생존의 지팡이 상자
14058,475,100// 쿼드릴 상자
14059,475,100// 그레이트액스 상자
14060,475,100// 블러디로어 상자
14061,475,100// 양장본 상자
14062,475,100// 화이어 브랜드 상자
14063,475,100// 무형검 상자
14064,475,100// 언홀리터치 상자
14065,475,100// 생존의 망토 상자
14066,475,100// 나비 가면 상자
14067,475,100// 오크히어로의 투구 상자
14068,475,100// 악마의 날개귀 상자
14069,475,100// 검은 눈가리개 상자
14070,475,100// 늘어진 고양이 상자
14071,475,100// 커세어 상자
14072,475,100// 피묻은 철구 상자
14073,475,100// 스피리츄얼링 상자
14074,475,100// 환영의 술잔 5개 상자
14075,475,100// 환영의 술잔 10개 상자
14076,475,100// 쉐도우 아머 스크롤 5개 상자
14077,475,100// 쉐도우 아머 스크롤 10개 상자
14078,475,100// 쉐도우 아머 스크롤 30개 상자
14079,475,100// 홀리 아머 스크롤 5개 상자
14080,475,100// 홀리 아머 스크롤 10개 상자
14081,475,100// 홀리 아머 스크롤 30개 상자
14082,475,100// 소형 물리 방어 포션 10개 상자
14083,475,100// 소형 물리 방어 포션 30개 상자
14084,475,100// 소형 물리 방어 포션 50개 상자
14085,475,100// 대형 물리 방어 포션 10개 상자
14086,475,100// 대형 물리 방어 포션 30개 상자
14087,475,100// 대형 물리 방어 포션 50개 상자
14088,475,100// 소형 마법 방어 포션 10개 상자
14089,475,100// 소형 마법 방어 포션 30개 상자
14090,475,100// 소형 마법 방어 포션 50개 상자
14091,475,100// 대형 마법 방어 포션 10개 상자
14092,475,100// 대형 마법 방어 포션 30개 상자
14093,475,100// 대형 마법 방어 포션 50개 상자
14094,475,100// 비상하는 천사 상자
14095,475,100// 네코미미 상자
14096,475,100// 월야화 모자 상자
14097,475,100// 병아리 모자 상자
14098,475,100// 페코페코 머리띠 상자
14099,475,100// 빨간안경 상자
14100,475,100// 위스퍼 마스크 상자
14101,475,100// 라면모자 상자
14102,475,100// 던전 이동 스크롤 5개 상자
14103,475,100// 헬스장 회원권 상자
14104,475,100// 소형 생명수 10개 상자
14105,475,100// 소형 생명수 30개 상자
14106,475,100// 소형 생명수 50개 상자
14107,475,100// 중형 생명수 10개 상자
14108,475,100// 중형 생명수 30개 상자
14109,475,100// 중형 생명수 50개 상자
14110,475,100// 연마제 5개 상자
14111,475,100// 연마제 10개 상자
14112,475,100// 회복력 향상포션 5개 상자
14113,475,100// 회복력 향상포션 10개 상자
14114,475,100// 던전 이동 스크롤 10개 상자
14115,475,100// 등뒤를 베는자 상자
14116,475,100// 무라마사 상자
14117,475,100// 엑스칼리버 상자
14118,475,100// 컴뱃나이프 상자
14119,475,100// 카운터단검 상자
14120,475,100// 카이저너클 상자
14121,475,100// 마이트스태프 상자
14122,475,100// 라이트엡실론 상자
14123,475,100// 발리스타 상자
14124,475,100// 현자의 일기 상자
14125,475,100// 아슈라 상자
14126,475,100// 명사수의 사과 상자
14127,475,100// 토끼머리띠 상자
14128,475,100// 삿갓 상자
14129,475,100// 로드서클릿 상자
14130,475,100// 요정의 귀 상자
14131,475,100// 강철의 꽃잎 상자
14132,475,100// 크리티컬링 상자
14133,475,100// 이어링 상자
14134,475,100// 링 상자
14135,475,100// 네클리스 상자
14136,475,100// 글러브 상자
14137,475,100// 브로치 상자
14138,475,100// 로자리 상자
14139,475,100// 세이프티링 상자
14140,475,100// 베스퍼코어01 상자
14141,475,100// 베스퍼코어02 상자
14142,475,100// 베스퍼코어03 상자
14143,475,100// 베스퍼코어04 상자
14144,475,100// 1시간 패키지 Vol 1
14145,475,100// 1시간 패키지 Vol 2
14146,475,100// 1시간 패키지 Vol 3
14147,475,100// 1시간 패키지 Vol 4
14148,475,100// 1시간 패키지 Vol 5
14149,475,100// 1시간 패키지 Vol 6
14150,475,100// 2시간 패키지 Vol 1
14151,475,100// 2시간 패키지 Vol 2
14152,475,100// 2시간 패키지 Vol 3
14153,475,100// 2시간 패키지 Vol 4
14154,475,100// 2시간 패키지 Vol 5
14155,475,100// 2시간 패키지 Vol 6
14156,475,100// 전투교범 10개 상자
14157,475,100// 보험증서 10개 상자
14158,475,100// 풍선껌 10개 박스
14159,475,100// 혓바닥요리 10개 상자
14160,475,100// 사막전갈 모래찜 10개 상자
14161,475,100// 칵테일 용의 숨결 10개 상자
14162,475,100// 흐베르겔미르의 술 10개 상자
14163,475,100// 구미호 꼬리요리 10개 상자
14164,475,100// 불사의 찌개 10개 상자
14165,475,100// 카프라 명함 10개 상자
14166,475,100// 거대한 파리의 날개 10개 상자
14167,475,100// 섬광막대 상자
14168,475,100// 볼록거울 10개 상자
14169,475,100// 블레싱 스크롤 10개 상자
14170,475,100// 민첩성증가 스크롤 10개 상자
14171,475,100// 아스페르시오 스크롤 10개 상자
14172,475,100// 구 아숨프티오 스크롤 10개 상자
14173,475,100// 윈드워크 스크롤 10개 상자
14174,475,100// 아드레날린러쉬 스크롤 10개 상자
14175,475,100// 확성기 10개 상자
14176,475,100// 농축 에르늄 10개 상자
14177,475,100// 농축 오리데오콘 10개 상자
14178,475,100// 지크프리드의 증표 10개 상자
14179,475,100// 거대한 파리의 날개 50개 상자
14180,475,100// 거대한 파리의 날개 100개 상자
14181,475,100// 흐베르겔미르의 술 30개 상자
14182,475,100// 흐베르겔미르의 술 50개 상자
14183,475,100// 구미호 꼬리요리 30개 상자
14184,475,100// 구미호 꼬리요리 50개 상자
14185,475,100// 민첩성증가 스크롤 30개 상자
14186,475,100// 민첩성증가 스크롤 50개 상자
14187,475,100// 불사의 찌개 30개 상자
14188,475,100// 불사의 찌개 50개 상자
14189,475,100// 보험증서 30개 상자
14190,475,100// 보험증서 50개 상자
14191,475,100// 볼록거울 5개 상자
14192,475,100// 볼록거울 30개 상자
14193,475,100// 블레싱 스크롤 30개 상자
14194,475,100// 블레싱 스크롤 50개 상자
14195,475,100// 아드레날린러쉬 스크롤 30개 상자
14196,475,100// 아드레날린러쉬 스크롤 50개 상자
14197,475,100// 구 아숨프티오 스크롤 30개 상자
14198,475,100// 구 아숨프티오 스크롤 50개 상자
14199,475,100// 아스페르시오 스크롤 30개 상자
14200,475,100// 아스페르시오 스크롤 50개 상자
14201,475,100// 사막전갈 모래찜 30개 상자
14202,475,100// 사막전갈 모래찜 50개 상자
14203,475,100// 윈드워크 스크롤 30개 상자
14204,475,100// 윈드워크 스크롤 50개 상자
14205,475,100// 칵테일 용의 숨결 30개 상자
14206,475,100// 칵테일 용의 숨결 50개 상자
14207,475,100// 전투교범 상자
14208,475,100// 전투교범 5개 상자
14209,475,100// 지크프리드의 증표 5개 상자
14210,475,100// 지크프리드의 증표 20개 상자
14211,475,100// 카프라 명함 30개 상자
14212,475,100// 카프라 명함 50개 상자
14213,475,100// 혓바닥요리 30개 상자
14214,475,100// 혓바닥요리 50개 상자
14215,475,100// 풍선껌 박스
14216,475,100// 풍선껌 5개 박스
14217,475,100// 확성기 상자
14218,475,100// 확성기 5개 상자
14219,475,100// 농축 에르늄 5개 상자
14220,475,100// 농축 오리데오콘 5개 상자
14221,475,100// 마법력 증폭 스크롤 10개 상자
14222,475,100// 마법력 증폭 스크롤 30개 상자
14223,475,100// 마법력 증폭 스크롤 50개 상자
14224,475,100// 콰그스크롤 10개 상자
14225,475,100// 콰그스크롤 30개 상자
14226,475,100// 콰그스크롤 50개 상자
14227,475,100// 치유의 지팡이 상자
14234,73,100// 고목나무가지 25개 상자
14242,73,100// 비홀더 링 상자
14243,73,100// 핼로우 링 상자
14244,73,100// 클래머러스 링 상자
14245,73,100// 케미컬 링 상자
14246,73,100// 인섹티사이드 링 상자
14247,73,100// 피셔 링 상자
14248,73,100// 디커세이트 링 상자
14249,73,100// 블러디 링 상자
14250,73,100// 사타닉 링 상자
14251,73,100// 드라군 링 상자
14252,73,100// 비홀더 링 상자Ⅱ
14253,73,100// 핼로우 링 상자Ⅱ
14254,73,100// 클래머러스 링 상자Ⅱ
14255,73,100// 케미컬 링 상자Ⅱ
14256,73,100// 인섹티사이드 링 상자Ⅱ
14257,73,100// 피셔 링 상자Ⅱ
14258,73,100// 디커세이트 링 상자Ⅱ
14259,73,100// 블러디 링 상자Ⅱ
14260,73,100// 사타닉 링 상자Ⅱ
14261,73,100// 드라군 링 상자Ⅱ
14289,475,100// 옷염색 쿠폰 상자
14290,475,100// 옷염색 쿠폰 상자 Ⅱ
14296,73,100// 엔젤 스크롤
14297,73,100// 데빌 스크롤
14300,73,100// 이프리트 가면 상자
14301,73,100// 이프리트의 귀 상자
14304,73,100// 스쿠버 마스크 상자
14314,475,100// 프리오니 스크롤 상자
14315,475,100// 고스트링 스크롤 상자
14316,73,100// 7월 7석 스크롤
14317,457,100// 백소진 스크롤
14343,475,100// 대못박힌 스카프 상자
14344,475,100// 무지개 스카프 상자
14345,457,100// 애니멀 스크롤
14349,73,100// 멘탈 포션 20개 상자
14350,73,100// 멘탈 포션 50개 상자
14351,73,100// 티르의 축복 20개 상자
14352,73,100// 티르의 축복 50개 상자
14363,73,100// 따뜻한 마음의 스크롤
14375,457,100// 성천도끼 상자
14376,475,100// 엔젤링 포션 상자
14377,457,100// 고함 메가폰 상자
14380,457,100// 아누비스 투구 상자
14393,73,100// 만능부적 1개 상자
14408,73,100// 신년 스크롤
14440,457,100// 주사위모자 상자
14441,457,100// 호랑이왕 인형모자 상자
14447,457,100// 해적의 자존심 상자
14448,457,100// 강령술사의 두건 상자
14459,475,100// 토끼 마술 모자 상자
14460,475,100// 중국 5주년 면사포 상자
14461,475,100// 아사라 요정 모자 상자
14469,457,100// 대만 소꼬리 스크롤
14508,73,100// 제니 펫 알 스크롤
14521,475,100// 무기수리 스크롤
14527,475,100// 던전 이동 스크롤
14533,475,100// 상급 전투교범
14534,475,100// 소형 생명수
14535,475,100// 중형 생명수
14536,475,100// 연마제
14537,475,100// 회복력 향상포션
14538,475,100// 환영의 술잔
14539,475,100// 쉐도우 아머 스크롤
14540,475,100// 홀리 아머 스크롤
14541,475,100// 소형 물리 방어 포션
14542,475,100// 대형 물리 방어 포션
14543,475,100// 소형 마법 방어 포션
14544,475,100// 대형 마법 방어 포션
14569,475,100// 단검고블린의 반지
14570,475,100// 플레고블린의 반지
14571,475,100// 해머고블린의 반지
14572,475,100// 홀리 마블
14573,475,100// 붉게 타는 돌
14574,475,100// 낭인의 해골
14586,73,100// 톡톡캔디
14587,475,100// 무기 수리 주문서
14588,75,100// 파티 블레싱 스크롤
14589,75,100// 파티 민첩성증가 스크롤
14590,75,100// 파티 아숨프티오 스크롤
14591,475,100// 공성맵 텔레포트 스크롤
14592,475,100// JOB 전투교범
14593,475,100// 마법력 증폭 스크롤
14594,475,100// 콰그 마이어 스크롤
14597,475,100// 프리오니 스크롤
14598,475,100// 고스트링 스크롤
14599,475,100// 탐욕 스크롤
14600,73,100// 멘탈 포션
14601,73,100// 티르의 축복
14602,475,100// 타오군 카 스크롤
14603,475,100// 미스트레스 스크롤
14604,475,100// 오크히어로 스크롤
14605,475,100// 오크로드 스크롤
14606,475,100// JOB 전투교범
14608,73,100// 만한전석
16002,507,100// 스터너
16134,475,100// 개구리 왕자 모자 상자
16135,457,100// 마왕의 뼈 투구 상자
16247,475,100// 항룡 나한 가면 상자
16248,475,100// 복호 나한 가면 상자
16257,73,100// 불심 스크롤
16258,457,100// 고밀도 브라디움 5개 상자
16259,457,100// 고밀도 카르늄 5개 상자
16260,457,100// 고밀도 브라디움 10개 상자
16261,457,100// 고밀도 카르늄 10개 상자
16304,475,100// 악마의 현신
16371,73,100// Tw Aug Scroll
16393,457,100// 고농축 오리데오콘 5개 상자
16394,457,100// 고농축 오리데오콘 10개 상자
16395,457,100// 고농축 에르늄 5개 상자
16396,457,100// 고농축 에르늄 10개 상자
16461,73,100// Red Wing Hat Box
16555,73,100// 프리미엄 리셋 돌 상자

// Misc. Items
1313,499,100// 여행자의 도끼
1386,507,100// 둠 슬레이어
1388,507,100// 투핸드액스
1428,475,100// 롱혼
1429,475,100// 헌팅 스피어
1579,475,100// 사신의 명부
1644,475,100// 스태프 오브 피어싱
1645,475,100// 리치의 해골지팡이
1749,499,100// 여행자의 활
1928,507,100// 신들린 기타
2003,475,100// 스태프 오브 디스트럭션
2398,475,100// 스나이핑 슈츠
2449,475,100// 배리언트 슈즈
2551,475,100// 라이더 휘장
2552,475,100// 미스릴 마법망토
2777,65,100// 샤먼 링
2778,65,100// 샤먼 이어링
2779,65,100// 다크나이트 벨트 A
2780,65,100// 다크나이트 글로브 A
2781,65,100// 아우둠라의 혜택
2782,475,100// 지혜의 왕의 반지
2785,475,100// 오를레앙의 장갑
5100,73,100// 세일 표지판
5103,73,100// 해바라기핀
5133,73,100// 양모자
5206,73,100// 하얀 꽃잎
5215,73,100// 천사의 머리띠
5216,73,100// 악마의 머리띠
5217,73,100// 마제스틱 고우트
5218,73,100// 토끼 머리띠
5219,73,100// 늘어진 고양이
5220,73,100// 파이프담배
5221,73,100// 두개의 작은리본
5222,73,100// 푸른 생선
5223,73,100// 커다란 금방울
5224,73,100// 오크히어로의 투구
5243,73,100// 귀마개 모자
5256,73,100// 발키리 깃털 모자
5257,73,100// 소울리스 링
5278,73,100// 노란색 리본
5284,73,100// 수련 왕관
5285,73,100// 풍차 비녀
5287,73,100// 바캉스 모자
5289,73,100// 바닐미르스 모자
5291,73,100// 주전자 모자
5292,73,100// 용의 해골
5300,73,100// 뿔투구 헬름
5304,73,100// 맹목의 후드
5318,467,100// 포링 파티모자
5333,457,100// 전파 안테나
5336,73,100// 길드원 모집 광고판
5337,73,100// 파티원 모집 광고판
5338,507,100// 남친 구함! 광고판
5339,507,100// 친구 모집 광고판
5346,507,100// 여친 구함! 광고판
5352,73,100// 포포링 모자
5356,384,100// 축제용 호박모자
5359,73,100// 선장님의 모자
5360,73,100// 휘케바인의 검은 고양이귀
5361,73,100// 갱 스카프
5362,73,100// 닌자의 두루마리
5371,73,100// 판관모자
5383,73,100// 헌팅캡
5387,73,100// 네코미미 카프라밴드
5389,73,100// 천사의 유령
5395,73,100// 티라야 보넷
5403,73,100// 입에 문 물고기
5428,475,100// RWC 기념 빵봉투
5451,475,100// RWC 우승자 전용투구
5452,475,100// RWC 준우승자 전용투구
5453,475,100// RWC 3등 전용투구
5457,73,100// 옥토끼 모자
5476,73,100// 그랜드 페코의 머리띠
5479,65,100// 샤먼의 머리장식
5480,65,100// 비조프닐의 날개장식
5481,65,100// 헤르모즈 캡
5482,65,100// 다크나이트 마스크 A
5483,65,100// 오딘 마스크
5492,507,100// 학생모
5493,507,100// 울캡
5494,507,100// 스핑크스 모자
5495,73,100// 바람의 날개
5508,73,100// 상어모자
5509,73,100// 스팅모자
5511,73,100// 사만바이아
5521,507,100// 분노한 입
5527,73,100// 루나틱 모자
5532,73,100// 해적의 대거
5536,507,100// 크리스마스 카드
5544,467,100// 시간의 수호자 모자
5545,73,100// 백양궁 하늘의 보관
5546,73,100// 백양궁 하늘의 왕관
5549,73,100// 금우궁 하늘의 보관
5550,73,100// 금우궁 하늘의 왕관
5554,73,100// 문어 모자
5555,73,100// 리프캣 모자
5567,73,100// 광휘의 격노
5569,73,100// 쌍자궁 하늘의 보관
5570,73,100// 쌍자궁 하늘의 왕관
5574,73,100// 잘근잘근 씹어놓은 연필
5577,65,100// 다크나이트 마스크 B
5579,73,100// 배회하는 자의 삿갓
5584,73,100// 마제스틱 데빌혼
5587,499,100// 모기향 1회용
5654,73,100// 빨간 마칭햇
5667,73,100// 해골 후드
